ticker,signal,direction,signal_date,entry_date,exit_date,planned_exit_date,actual_exit_date,entry_price,exit_price,position_size,entry_book_equity,shares,return,pnl,adjusted_score,confidence,regime,entry_cost,exit_cost,total_cost,impact_entry_cost,gross_return,net_return,holding_days,planned_holding_days,actual_holding_days,exit_reason
PYPL,Bullish,1,2021-02-22,2021-03-05,2021-03-08,2021-02-26,2021-03-08,243.12,235.8264,4867.52,153883.72,20.0211,-0.03,-146.03,0.4828,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030001,3,-7,3,stop_loss
MRK,Bullish,1,2021-03-01,2021-03-05,2021-03-16,2021-03-05,2021-03-16,69.1889,73.292,15388.38,153883.82,222.411,0.059302,912.5,0.5005,High,Bull,0.07,0.0,0.07,0.07,0.059302,0.059298,11,0,11,expiry
F,Bullish,1,2021-02-22,2021-03-08,2021-03-16,2021-02-26,2021-03-16,12.39,12.49,5295.31,156533.32,427.3857,0.008071,42.72,-0.4436,Medium,Bull,0.01,0.0,0.01,0.01,0.008071,0.008068,8,-10,8,expiry
DVN,Bullish,1,2021-03-08,2021-03-09,2021-03-10,2021-03-12,2021-03-10,24.61,23.8717,6856.11,158850.68,278.5905,-0.03,-205.71,0.8127,Low,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030005,1,3,1,stop_loss
WBD,Bullish,1,2021-03-08,2021-03-09,2021-03-10,2021-03-12,2021-03-10,66.88,64.8736,15885.08,158850.81,237.5162,-0.03,-476.64,1.0574,Low,Bull,0.08,0.0,0.08,0.08,-0.03,-0.030005,1,3,1,stop_loss
NCLH,Bullish,1,2021-03-08,2021-03-09,2021-03-16,2021-03-12,2021-03-16,29.56,30.1,12180.97,158850.73,412.0763,0.018268,222.47,0.871,Low,Bull,0.05,0.0,0.05,0.05,0.018268,0.018264,7,3,7,expiry
ORCL,Bullish,1,2021-03-08,2021-03-10,2021-03-11,2021-03-12,2021-03-11,73.5,71.295,15828.25,158282.5,215.3503,-0.03,-474.91,0.5633,Medium,Bull,0.06,0.0,0.06,0.06,-0.03,-0.030004,1,2,1,stop_loss
AAPL,Bullish,1,2021-03-08,2021-03-10,2021-03-23,2021-03-12,2021-03-23,121.69,122.54,5464.76,158282.51,44.9072,0.006985,38.17,-0.5832,Medium,Bull,0.0,0.0,0.0,0.0,0.006985,0.006984,13,2,13,expiry
COHR,Bullish,1,2021-03-08,2021-03-11,2021-03-12,2021-03-12,2021-03-12,75.26,73.0022,5068.6,158395.92,67.3478,-0.03,-152.09,0.5429,Low,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030006,1,1,1,stop_loss
CL,Bullish,1,2021-03-08,2021-03-12,2021-03-23,2021-03-12,2021-03-23,75.87,77.75,15841.76,158417.56,208.8013,0.024779,392.44,-0.5422,High,Bull,0.11,0.0,0.11,0.1,0.024779,0.024772,11,0,11,expiry
PSKY,Bullish,1,2021-03-15,2021-03-16,2021-03-17,2021-03-19,2021-03-17,97.26,94.3422,19004.35,158832.99,195.3974,-0.03,-570.19,1.3033,Low,Bull,0.06,0.0,0.06,0.06,-0.03,-0.030003,1,3,1,stop_loss
ORLY,Bullish,1,2021-03-15,2021-03-16,2021-03-23,2021-03-19,2021-03-23,32.28,32.3527,12258.32,158832.6,379.7498,0.002251,27.52,-0.5681,Medium,Bull,0.08,0.0,0.08,0.08,0.002251,0.002245,7,3,7,expiry
KEY,Bullish,1,2021-03-15,2021-03-16,2021-03-19,2021-03-19,2021-03-19,20.8,20.176,8325.58,158832.81,400.2681,-0.03,-249.82,0.7315,Low,Bull,0.05,0.0,0.06,0.05,-0.03,-0.030007,3,3,3,stop_loss
VTRS,Bullish,1,2021-03-15,2021-03-16,2021-03-23,2021-03-19,2021-03-23,14.67,14.17,9741.82,158832.76,664.0643,-0.034083,-332.1,0.6714,Low,Bull,0.07,0.0,0.07,0.07,-0.034083,-0.03409,7,3,7,expiry
COP,Bullish,1,2021-03-15,2021-03-16,2021-03-18,2021-03-19,2021-03-18,57.08,55.3676,10377.84,158832.69,181.8122,-0.03,-311.38,0.6699,Low,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030004,2,3,2,stop_loss
COHR,Bullish,1,2021-03-15,2021-03-16,2021-03-18,2021-03-19,2021-03-18,72.0,69.84,6006.81,158832.86,83.4279,-0.03,-180.25,0.7641,Low,Bull,0.04,0.0,0.04,0.04,-0.03,-0.030007,2,3,2,stop_loss
CCL,Bullish,1,2021-03-15,2021-03-16,2021-03-17,2021-03-19,2021-03-17,29.95,29.0515,15806.22,158832.65,527.7536,-0.03,-474.24,0.6374,Low,Bull,0.05,0.0,0.05,0.05,-0.03,-0.030003,1,3,1,stop_loss
ORCL,Bullish,1,2021-03-15,2021-03-16,2021-03-19,2021-03-19,2021-03-19,68.0,65.96,19004.34,158832.93,279.4756,-0.03,-570.21,0.9267,Low,Bull,0.08,0.0,0.08,0.08,-0.03,-0.030004,3,3,3,stop_loss
SW,Bullish,1,2021-03-08,2021-03-17,2021-03-30,2021-03-12,2021-03-30,46.9,46.9,18805.56,157171.56,400.9714,0.0,-4.11,-0.5353,Medium,Bull,4.11,0.0,4.11,4.11,0.0,-0.000219,13,-5,13,expiry
BAX,Bullish,1,2021-03-08,2021-03-17,2021-03-30,2021-03-12,2021-03-30,79.13,85.58,18805.07,157167.45,237.6478,0.081511,1532.65,-0.5324,High,Bull,0.18,0.0,0.18,0.18,0.081511,0.081502,13,-5,13,expiry
BMY,Bullish,1,2021-03-15,2021-03-18,2021-03-30,2021-03-19,2021-03-30,61.98,63.31,15262.81,157060.81,246.2538,0.021459,327.45,-0.5204,Medium,Bull,0.07,0.0,0.07,0.07,0.021459,0.021454,12,1,12,expiry
ABT,Bullish,1,2021-03-15,2021-03-18,2021-03-30,2021-03-19,2021-03-30,117.5,119.75,15706.09,157060.89,133.6688,0.019149,300.67,0.5228,Medium,Bull,0.08,0.0,0.08,0.08,0.019149,0.019144,12,1,12,expiry
AMD,Bullish,1,2021-03-08,2021-03-19,2021-03-25,2021-03-12,2021-03-25,78.49,76.1353,5205.46,156635.32,66.3201,-0.03,-156.17,-0.4962,Low,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030001,6,-7,6,stop_loss
WY,Bullish,1,2021-03-15,2021-03-19,2021-03-30,2021-03-19,2021-03-30,34.39,35.45,5438.18,156635.31,158.1325,0.030823,167.59,-0.4778,Medium,Bull,0.03,0.0,0.03,0.03,0.030823,0.030817,11,0,11,expiry
COP,Bullish,1,2021-03-22,2021-03-23,2021-03-30,2021-03-26,2021-03-30,51.12,53.43,7787.14,158015.9,152.3306,0.045188,351.85,0.7477,Low,Bull,0.03,0.0,0.03,0.03,0.045188,0.045184,7,3,7,expiry
ORCL,Bullish,1,2021-03-22,2021-03-23,2021-03-30,2021-03-26,2021-03-30,66.33,70.55,15801.6,158015.96,238.227,0.063621,1005.26,0.7978,Medium,Bull,0.06,0.0,0.06,0.06,0.063621,0.063617,7,3,7,expiry
WBD,Bullish,1,2021-03-22,2021-03-23,2021-03-24,2021-03-26,2021-03-24,70.01,67.9097,15801.6,158016.03,225.7049,-0.03,-474.12,1.0594,Low,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030005,1,3,1,stop_loss
GM,Bullish,1,2021-03-22,2021-03-23,2021-03-25,2021-03-26,2021-03-25,56.99,55.2803,6580.67,158015.87,115.4705,-0.03,-197.44,0.6362,Low,Bull,0.02,0.0,0.02,0.01,-0.03,-0.030002,2,3,2,stop_loss
KR,Bullish,1,2021-03-22,2021-03-24,2021-04-07,2021-03-26,2021-04-07,36.53,37.15,15728.44,157284.4,430.5623,0.016972,266.85,-0.5807,Medium,Bull,0.1,0.0,0.1,0.1,0.016972,0.016966,14,2,14,expiry
F,Bullish,1,2021-03-22,2021-03-25,2021-04-07,2021-03-26,2021-04-07,11.94,12.73,6655.4,156549.11,557.4037,0.066164,440.33,0.5563,Low,Bull,0.02,0.0,0.02,0.02,0.066164,0.066161,13,1,13,expiry
MSFT,Bullish,1,2021-03-22,2021-03-25,2021-04-07,2021-03-26,2021-04-07,235.3,249.9,7163.85,156549.09,30.4456,0.062048,444.5,-0.5475,Medium,Bull,0.01,0.0,0.01,0.01,0.062048,0.062047,13,1,13,expiry
VZ,Bullish,1,2021-03-29,2021-03-30,2021-04-07,2021-04-05,2021-04-07,58.87,59.0,16011.91,160119.1,271.9876,0.002208,35.3,-0.5435,High,Bull,0.06,0.0,0.06,0.06,0.002208,0.002205,8,6,8,expiry
T,Bullish,1,2021-03-29,2021-03-30,2021-04-07,2021-04-05,2021-04-07,23.1193,23.361,16011.92,160119.23,692.5772,0.010454,167.33,-0.5699,High,Bull,0.05,0.0,0.06,0.05,0.010454,0.010451,8,6,8,expiry
MOS,Bullish,1,2021-03-29,2021-03-30,2021-04-07,2021-04-05,2021-04-07,31.03,30.8,5037.69,160119.48,162.3489,-0.007412,-37.37,0.8288,Low,Bull,0.03,0.0,0.03,0.03,-0.007412,-0.007417,8,6,8,expiry
MS,Bullish,1,2021-03-29,2021-03-30,2021-04-07,2021-04-05,2021-04-07,78.67,79.04,8958.44,160119.46,113.8737,0.004703,42.1,0.618,Medium,Bull,0.03,0.0,0.03,0.03,0.004703,0.0047,8,6,8,expiry
WBD,Bullish,1,2021-03-29,2021-03-30,2021-04-05,2021-04-05,2021-04-05,43.34,42.0398,16011.96,160119.55,369.4498,-0.03,-480.43,2.6013,Low,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030004,6,6,6,stop_loss
MDLZ,Bullish,1,2021-03-29,2021-03-30,2021-04-01,2021-04-05,2021-04-01,59.8,58.006,14333.65,160119.18,239.6932,-0.03,-430.08,-0.5672,High,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030005,2,6,2,stop_loss
EQT,Bullish,1,2021-03-29,2021-03-30,2021-03-31,2021-04-05,2021-03-31,19.11,18.5367,15831.64,160119.43,828.4477,-0.03,-475.15,0.5887,Low,Bull,0.2,0.0,0.2,0.19,-0.03,-0.030012,1,6,1,stop_loss
UAL,Bullish,1,2021-03-22,2021-03-31,2021-04-12,2021-03-26,2021-04-12,58.0,56.26,7854.8,159646.88,135.4276,-0.03,-235.67,0.5378,Low,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030003,12,-5,12,stop_loss
SATS,Bullish,1,2021-03-22,2021-04-01,2021-04-14,2021-03-26,2021-04-14,24.01,24.53,11541.43,158029.54,480.6926,0.021658,249.67,0.5378,Low,Bull,0.29,0.0,0.29,0.29,0.021658,0.021632,13,-6,13,expiry
NKE,Bullish,1,2021-03-29,2021-04-05,2021-04-14,2021-04-05,2021-04-14,133.1,132.26,7733.89,157823.74,58.1059,-0.006311,-48.83,0.5332,Medium,Bull,0.02,0.0,0.02,0.02,-0.006311,-0.006314,9,0,9,expiry
FAST,Bullish,1,2021-04-06,2021-04-07,2021-04-09,2021-04-12,2021-04-09,25.58,24.8126,19138.03,159912.81,748.1639,-0.03,-574.34,-0.5913,High,Bull,0.19,0.0,0.2,0.19,-0.03,-0.03001,2,5,2,stop_loss
AMAT,Bullish,1,2021-04-06,2021-04-07,2021-04-12,2021-04-12,2021-04-12,140.25,136.0425,6921.45,159913.0,49.3508,-0.03,-207.66,1.2884,Low,Bull,0.01,0.0,0.02,0.01,-0.03,-0.030002,5,5,5,stop_loss
OXY,Bullish,1,2021-04-06,2021-04-07,2021-04-08,2021-04-12,2021-04-08,25.49,24.7253,16092.2,159912.62,631.3143,-0.03,-482.86,0.5886,Low,Bull,0.09,0.0,0.09,0.09,-0.03,-0.030006,1,5,1,stop_loss
GM,Bullish,1,2021-04-06,2021-04-07,2021-04-08,2021-04-12,2021-04-08,61.86,60.0042,14340.11,159912.94,231.8155,-0.03,-430.25,0.8575,Low,Bull,0.05,0.0,0.05,0.05,-0.03,-0.030003,1,5,1,stop_loss
EXC,Bullish,1,2021-04-06,2021-04-07,2021-04-14,2021-04-12,2021-04-14,31.8688,32.418,19189.5,159912.52,602.1415,0.017234,330.53,-0.5811,High,Bull,0.18,0.0,0.18,0.17,0.017234,0.017224,7,5,7,expiry
PSKY,Bullish,1,2021-04-06,2021-04-07,2021-04-08,2021-04-12,2021-04-08,45.93,44.5521,19189.56,159912.99,417.8001,-0.03,-575.74,1.2131,Low,Bull,0.05,0.0,0.05,0.05,-0.03,-0.030003,1,5,1,stop_loss
ORCL,Bullish,1,2021-04-06,2021-04-07,2021-04-14,2021-04-12,2021-04-14,73.6,76.82,19189.55,159912.89,260.7275,0.04375,839.46,0.6261,Medium,Bull,0.08,0.0,0.08,0.08,0.04375,0.043746,7,5,7,expiry
AAPL,Bullish,1,2021-04-06,2021-04-08,2021-04-21,2021-04-12,2021-04-21,128.95,133.5,12068.87,157868.59,93.5934,0.035285,425.84,-0.5736,Medium,Bull,0.01,0.0,0.01,0.01,0.035285,0.035284,13,4,13,expiry
GEN,Bullish,1,2021-04-06,2021-04-08,2021-04-14,2021-04-12,2021-04-14,21.81,21.1557,18944.23,157868.57,868.6029,-0.03,-568.62,-0.5679,Medium,Bull,0.29,0.0,0.29,0.29,-0.03,-0.030015,6,4,6,stop_loss
NCLH,Bullish,1,2021-04-06,2021-04-08,2021-04-09,2021-04-12,2021-04-09,31.3,30.361,18944.24,157868.69,605.2474,-0.03,-568.43,0.5803,Low,Bull,0.1,0.0,0.1,0.1,-0.03,-0.030005,1,4,1,stop_loss
INTC,Bullish,1,2021-03-22,2021-04-09,2021-04-12,2021-03-26,2021-04-12,66.8,64.796,10436.35,157848.49,156.2327,-0.03,-313.12,0.5234,Low,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030002,3,-14,3,stop_loss
ABBV,Bullish,1,2021-04-06,2021-04-09,2021-04-21,2021-04-12,2021-04-21,106.39,110.8,18941.83,157848.58,178.0415,0.041451,785.07,0.5497,Medium,Bull,0.09,0.0,0.09,0.09,0.041451,0.041446,12,3,12,expiry
WDC,Bullish,1,2021-04-06,2021-04-12,2021-04-13,2021-04-12,2021-04-13,54.9358,53.2877,6353.86,157497.96,115.6599,-0.03,-190.65,0.5203,Low,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030005,1,0,1,stop_loss
MDLZ,Bullish,1,2021-04-06,2021-04-12,2021-04-21,2021-04-12,2021-04-21,58.92,59.57,13767.21,157498.03,233.6594,0.011032,151.8,-0.5232,High,Bull,0.08,0.0,0.08,0.07,0.011032,0.011026,9,0,9,expiry
CAG,Bullish,1,2021-03-29,2021-04-12,2021-04-21,2021-04-05,2021-04-21,36.37,38.55,15749.79,157497.93,433.0435,0.05994,943.86,-0.5186,Medium,Bull,0.17,0.0,0.17,0.17,0.05994,0.059929,9,-7,9,expiry
CTSH,Bullish,1,2021-04-06,2021-04-13,2021-04-21,2021-04-12,2021-04-21,80.27,79.25,7339.22,158056.46,91.4316,-0.012707,-93.3,-0.5071,Medium,Bull,0.04,0.0,0.04,0.04,-0.012707,-0.012713,8,-1,8,expiry
WBD,Bullish,1,2021-04-13,2021-04-14,2021-04-15,2021-04-19,2021-04-15,39.0,37.83,15775.81,157758.15,404.5081,-0.03,-473.34,0.7571,Low,Bull,0.06,0.0,0.07,0.06,-0.03,-0.030004,1,5,1,stop_loss
DAL,Bullish,1,2021-04-13,2021-04-14,2021-04-15,2021-04-19,2021-04-15,49.07,47.5979,8172.96,157758.08,166.5571,-0.03,-245.22,0.6921,Medium,Bull,0.03,0.0,0.03,0.03,-0.03,-0.030004,1,5,1,stop_loss
AMAT,Bullish,1,2021-04-13,2021-04-14,2021-04-19,2021-04-19,2021-04-19,134.67,130.6299,3155.16,157758.15,23.4288,-0.03,-94.66,0.7853,Low,Bull,0.0,0.0,0.0,0.0,-0.03,-0.030002,5,5,5,stop_loss
WDC,Bullish,1,2021-04-13,2021-04-14,2021-04-21,2021-04-19,2021-04-21,52.4414,52.5019,6147.87,157758.05,117.2331,0.001153,7.06,0.5728,Low,Bull,0.03,0.0,0.03,0.03,0.001153,0.001148,7,5,7,expiry
JNJ,Bullish,1,2021-04-13,2021-04-14,2021-04-21,2021-04-19,2021-04-21,157.83,166.59,15775.8,157758.02,99.9544,0.055503,875.54,0.5606,High,Bull,0.06,0.0,0.06,0.06,0.055503,0.055499,7,5,7,expiry
DOC,Bullish,1,2021-04-13,2021-04-15,2021-04-28,2021-04-19,2021-04-28,32.64,33.58,9446.67,156374.1,289.4199,0.028799,271.97,-0.5583,High,Bull,0.09,0.0,0.09,0.09,0.028799,0.02879,13,4,13,expiry
V,Bullish,1,2021-04-13,2021-04-15,2021-04-28,2021-04-19,2021-04-28,223.89,233.45,6951.62,156374.01,31.0493,0.0427,296.82,0.5504,Medium,Bull,0.01,0.0,0.01,0.01,0.0427,0.042698,13,4,13,expiry
SMCI,Bullish,1,2021-03-29,2021-04-19,2021-04-20,2021-04-05,2021-04-20,3.9,3.783,5938.45,157694.51,1522.6798,-0.03,-178.28,0.4997,Medium,Bull,0.13,0.0,0.13,0.13,-0.03,-0.030022,1,-14,1,stop_loss
FTNT,Bullish,1,2021-04-13,2021-04-20,2021-04-22,2021-04-19,2021-04-22,41.3,40.061,4818.38,157798.87,116.6679,-0.03,-144.58,0.4958,Low,Bull,0.02,0.0,0.02,0.02,-0.03,-0.030005,2,-1,2,stop_loss
DVN,Bullish,1,2021-04-20,2021-04-21,2021-04-28,2021-04-26,2021-04-28,20.14,24.03,8237.14,158996.53,408.9941,0.193148,1590.93,0.6063,Low,Bull,0.05,0.0,0.06,0.05,0.193148,0.193141,7,5,7,expiry
SATS,Bullish,1,2021-04-20,2021-04-21,2021-04-28,2021-04-26,2021-04-28,23.74,24.08,10526.05,158996.79,443.3888,0.014322,150.48,0.6147,Medium,Bull,0.27,0.0,0.27,0.27,0.014322,0.014296,7,5,7,expiry
WFC,Bullish,1,2021-04-20,2021-04-21,2021-04-28,2021-04-26,2021-04-28,42.24,45.08,10000.18,158996.82,236.7466,0.067235,672.33,0.6329,Medium,Bull,0.03,0.0,0.03,0.03,0.067235,0.067232,7,5,7,expiry
MO,Bullish,1,2021-04-20,2021-04-21,2021-04-28,2021-04-26,2021-04-28,47.18,47.18,9575.01,158996.93,202.9463,-0.0,-0.04,1.1495,Medium,Bull,0.04,0.0,0.04,0.04,-0.0,-4e-06,7,5,7,expiry
CCL,Bullish,1,2021-04-20,2021-04-21,2021-04-28,2021-04-26,2021-04-28,25.65,27.8,12664.18,158996.88,493.7301,0.083821,1061.47,0.7822,Low,Bull,0.05,0.0,0.05,0.05,0.083821,0.083817,7,5,7,expiry
ON,Bullish,1,2021-04-20,2021-04-21,2021-04-28,2021-04-26,2021-04-28,39.57,41.45,3179.94,158996.83,80.3623,0.047511,151.07,0.6825,Low,Bull,0.01,0.0,0.01,0.01,0.047511,0.047507,7,5,7,expiry
WBD,Bullish,1,2021-04-20,2021-04-21,2021-04-28,2021-04-26,2021-04-28,35.16,37.49,15899.7,158996.99,452.2099,0.066268,1053.58,1.2179,Low,Bull,0.07,0.0,0.07,0.07,0.066268,0.066264,7,5,7,expiry
BAX,Bullish,1,2021-04-20,2021-04-22,2021-04-29,2021-04-26,2021-04-29,87.89,85.2533,16248.91,162489.1,184.8778,-0.03,-487.61,-0.5643,High,Bull,0.14,0.0,0.14,0.14,-0.03,-0.030009,7,4,7,stop_loss
CL,Bullish,1,2021-04-20,2021-04-28,2021-05-05,2021-04-26,2021-05-05,79.06,81.32,19630.64,163588.68,248.3006,0.028586,561.01,-0.556,High,Bull,0.15,0.0,0.15,0.15,0.028586,0.028578,7,-2,7,expiry
ORCL,Bullish,1,2021-04-27,2021-04-28,2021-05-05,2021-05-03,2021-05-05,75.16,79.19,19630.68,163589.03,261.1853,0.053619,1052.49,0.5606,Medium,Bull,0.09,0.0,0.09,0.09,0.053619,0.053614,7,5,7,expiry
AAPL,Bullish,1,2021-04-27,2021-04-28,2021-05-04,2021-05-03,2021-05-04,134.31,130.2807,12360.4,163589.05,92.0289,-0.03,-370.83,-0.5614,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030001,6,5,6,stop_loss
BX,Bullish,1,2021-04-27,2021-04-28,2021-05-05,2021-05-03,2021-05-05,88.3,88.07,12523.05,163588.53,141.8238,-0.002605,-32.71,0.5433,Medium,Bull,0.09,0.0,0.09,0.08,-0.002605,-0.002612,7,5,7,expiry
DELL,Bullish,1,2021-04-27,2021-04-28,2021-05-03,2021-05-03,2021-05-03,51.1657,49.6308,17175.34,163588.81,335.6805,-0.03,-515.39,0.5561,Medium,Bull,0.13,0.0,0.13,0.13,-0.03,-0.030008,5,5,5,stop_loss
GOOGL,Bullish,1,2021-04-27,2021-04-28,2021-05-04,2021-05-03,2021-05-04,119.625,116.0362,16288.63,163589.29,136.1641,-0.03,-488.69,0.8137,Medium,Bull,0.03,0.0,0.04,0.03,-0.03,-0.030002,6,5,6,stop_loss
CNC,Bullish,1,2021-04-27,2021-04-28,2021-04-29,2021-05-03,2021-04-29,61.46,59.6162,19630.71,163589.25,319.4063,-0.03,-589.1,0.7545,Medium,Bull,0.18,0.0,0.18,0.18,-0.03,-0.030009,1,5,1,stop_loss
INTC,Bullish,1,2021-04-27,2021-04-28,2021-05-05,2021-05-03,2021-05-05,57.52,56.85,10335.2,163589.07,179.6802,-0.011648,-120.41,0.61,Medium,Bull,0.03,0.0,0.03,0.02,-0.011648,-0.011651,7,5,7,expiry
GILD,Bullish,1,2021-04-20,2021-04-28,2021-04-30,2021-04-26,2021-04-30,64.69,62.7493,19630.67,163588.95,303.4576,-0.03,-589.06,-0.5562,High,Bull,0.14,0.0,0.14,0.13,-0.03,-0.030007,2,-2,2,stop_loss
VZ,Bullish,1,2021-04-20,2021-04-29,2021-05-12,2021-04-26,2021-05-12,56.55,58.41,19444.49,162037.44,343.846,0.032891,639.46,-0.5403,High,Bull,0.09,0.0,0.09,0.09,0.032891,0.032886,13,-3,13,expiry
CMCSA,Bullish,1,2021-04-20,2021-04-29,2021-05-12,2021-04-26,2021-05-12,52.4649,53.0647,16223.92,162037.35,309.234,0.011433,185.41,-0.4842,High,Bull,0.07,0.0,0.07,0.07,0.011433,0.011428,13,-3,13,expiry
BMY,Bullish,1,2021-04-20,2021-04-30,2021-05-12,2021-04-26,2021-05-12,62.0,64.53,19555.56,162963.02,315.4123,0.040806,797.89,-0.4815,High,Bull,0.1,0.0,0.11,0.1,0.040806,0.040801,12,-4,12,expiry
D,Bullish,1,2021-04-20,2021-05-03,2021-05-05,2021-04-26,2021-05-05,79.9,77.503,19475.68,162297.33,243.7507,-0.03,-584.45,-0.4814,High,Bull,0.17,0.0,0.18,0.17,-0.03,-0.030009,2,-7,2,stop_loss
UPS,Bullish,1,2021-03-08,2021-05-04,2021-05-12,2021-03-12,2021-05-12,211.6,210.7,13823.6,163024.97,65.3289,-0.004253,-58.85,-0.4749,Medium,Bull,0.05,0.0,0.06,0.05,-0.004253,-0.004257,8,-53,8,expiry
UNH,Bullish,1,2021-04-27,2021-05-04,2021-05-12,2021-05-03,2021-05-12,405.48,405.37,18825.94,163024.91,46.4288,-0.000271,-5.19,0.4716,Medium,Bull,0.08,0.0,0.08,0.08,-0.000271,-0.000276,8,-1,8,expiry
MCHP,Bullish,1,2021-05-04,2021-05-05,2021-05-11,2021-05-10,2021-05-11,73.55,71.3435,3271.81,163590.53,44.4842,-0.03,-98.17,0.68,Medium,Bull,0.01,0.0,0.01,0.01,-0.03,-0.030004,6,5,6,stop_loss
APA,Bullish,1,2021-05-04,2021-05-05,2021-05-12,2021-05-10,2021-05-12,20.44,21.13,10541.94,163590.62,515.7506,0.033757,355.77,0.8143,Low,Bull,0.09,0.0,0.09,0.09,0.033757,0.033749,7,5,7,expiry
MOS,Bullish,1,2021-05-04,2021-05-05,2021-05-12,2021-05-10,2021-05-12,34.62,35.25,4808.52,163590.51,138.8943,0.018198,87.48,0.6316,Medium,Bull,0.02,0.0,0.03,0.02,0.018198,0.018192,7,5,7,expiry
JPM,Bullish,1,2021-05-04,2021-05-05,2021-05-12,2021-05-10,2021-05-12,156.0,157.45,16359.05,163590.49,104.8657,0.009295,152.01,-0.5811,High,Bull,0.05,0.0,0.05,0.05,0.009295,0.009292,7,5,7,expiry
F,Bullish,1,2021-05-04,2021-05-05,2021-05-12,2021-05-10,2021-05-12,11.5,11.33,9207.85,163590.44,800.683,-0.014783,-136.15,0.5663,Low,Bull,0.03,0.0,0.03,0.03,-0.014783,-0.014786,7,5,7,expiry
CCL,Bullish,1,2021-05-04,2021-05-11,2021-05-13,2021-05-10,2021-05-13,25.33,24.5701,14710.64,166449.48,580.7595,-0.03,-441.39,0.5589,Low,Bull,0.07,0.0,0.07,0.07,-0.03,-0.030005,2,-1,2,stop_loss
GIS,Bullish,1,2021-05-04,2021-05-12,2021-05-19,2021-05-10,2021-05-19,63.19,62.6,19664.57,163871.38,311.1974,-0.009337,-183.78,-0.525,High,Bull,0.17,0.0,0.17,0.17,-0.009337,-0.009346,7,-2,7,expiry
WY,Bullish,1,2021-05-04,2021-05-12,2021-05-13,2021-05-10,2021-05-13,39.57,38.3829,12434.85,163871.47,314.2494,-0.03,-373.14,-0.5403,High,Bull,0.09,0.0,0.09,0.09,-0.03,-0.030008,1,-2,1,stop_loss
APH,Bullish,1,2021-05-11,2021-05-12,2021-05-19,2021-05-17,2021-05-19,32.805,32.97,11963.24,163871.72,364.6772,0.00503,60.08,-0.5507,High,Bull,0.09,0.0,0.09,0.09,0.00503,0.005022,7,5,7,expiry
SO,Bullish,1,2021-05-11,2021-05-12,2021-05-19,2021-05-17,2021-05-19,65.65,63.98,19664.53,163871.09,299.5359,-0.025438,-500.4,-0.518,High,Bull,0.17,0.0,0.17,0.17,-0.025438,-0.025447,7,5,7,expiry
UAL,Bullish,1,2021-05-11,2021-05-12,2021-05-19,2021-05-17,2021-05-19,52.12,55.79,15379.75,163871.79,295.0835,0.070414,1082.89,0.5538,Low,Bull,0.07,0.0,0.07,0.07,0.070414,0.07041,7,5,7,expiry
KR,Bullish,1,2021-05-04,2021-05-12,2021-05-13,2021-05-10,2021-05-13,38.36,37.2092,19664.6,163871.63,512.6328,-0.03,-590.1,-0.5412,Medium,Bull,0.16,0.0,0.16,0.16,-0.03,-0.030008,1,-2,1,stop_loss
SATS,Bullish,1,2021-05-11,2021-05-12,2021-05-18,2021-05-17,2021-05-18,26.95,26.1415,19664.7,163872.47,729.6733,-0.03,-590.62,0.5548,Low,Bull,0.68,0.0,0.68,0.68,-0.03,-0.030035,6,5,6,stop_loss
SCHW,Bullish,1,2021-05-04,2021-05-12,2021-05-13,2021-05-10,2021-05-13,71.02,68.8894,19664.54,163871.21,276.8874,-0.03,-590.06,0.5213,Medium,Bull,0.12,0.0,0.12,0.12,-0.03,-0.030006,1,-2,1,stop_loss
SLB,Bullish,1,2021-05-11,2021-05-12,2021-05-19,2021-05-17,2021-05-19,31.35,32.0,18320.01,163872.59,584.3703,0.020734,379.72,0.8909,Low,Bull,0.12,0.0,0.12,0.12,0.020734,0.020727,7,5,7,expiry
NFLX,Bullish,1,2021-05-04,2021-05-13,2021-05-26,2021-05-10,2021-05-26,48.913,50.236,17136.74,160509.64,350.3514,0.027048,463.47,-0.5035,Medium,Bull,0.04,0.0,0.04,0.04,0.027048,0.027045,13,-3,13,expiry
FAST,Bullish,1,2021-05-04,2021-05-13,2021-05-26,2021-05-10,2021-05-26,26.165,26.455,12747.53,160509.6,487.1979,0.011083,141.17,-0.4813,High,Bull,0.11,0.0,0.12,0.11,0.011083,0.011074,13,-3,13,expiry
PPL,Bullish,1,2021-05-04,2021-05-13,2021-05-26,2021-05-10,2021-05-26,28.5,29.15,19261.14,160509.48,675.8294,0.022807,439.07,-0.4669,High,Bull,0.22,0.0,0.22,0.22,0.022807,0.022796,13,-3,13,expiry
